randoms0019.csv 3466 0.0589164544 67 1 0 0 66
randoms0499.csv 5000 0.084992 81 0 0 0 81
randoms0496.csv 4999 0.0849750016 60 1 1 1 60
randoms0473.csv 5000 0.084992 118 0 0 0 118
randoms0329.csv 4999 0.0849750016 36 3 1 1 34
randoms0500.csv 5000 0.084992 81 0 0 0 81
randoms0189.csv 4999 0.0849750016 40 1 1 1 39
randoms0460.csv 5000 0.084992 108 1 0 0 108
randoms0370.csv 5000 0.084992 36 0 0 0 36
randoms0297.csv 4999 0.0849750016 22 3 0 0 20
randoms0314.csv 4999 0.0849750016 22 0 0 0 22
randoms0512.csv 5000 0.084992 59 0 0 0 59
randoms0004.csv 5000 0.084992 114 1 0 0 113
randoms0138.csv 5000 0.084992 47 1 0 0 47
randoms0360.csv 5000 0.084992 45 0 0 0 45
randoms0052.csv 5000 0.084992 108 2 0 0 108
randoms0221.csv 4999 0.0849750016 33 1 0 0 32
randoms0420.csv 5000 0.084992 64 1 0 0 63
randoms0448.csv 4999 0.0849750016 145 1 0 0 145
randoms0077.csv 4999 0.0849750016 60 0 0 0 60
randoms0335.csv 5000 0.084992 35 2 0 0 33
randoms0445.csv 4999 0.0849750016 132 1 1 1 132
randoms0283.csv 4999 0.0849750016 31 1 1 1 29
randoms0400.csv 5000 0.084992 62 1 0 0 62
randoms0009.csv 4999 0.0849750016 90 1 0 0 89
randoms0117.csv 5000 0.084992 91 0 0 0 91
randoms0388.csv 4999 0.0849750016 53 3 0 0 51
randoms0110.csv 4999 0.0849750016 124 3 0 0 123
randoms0389.csv 5000 0.084992 47 0 0 0 47
randoms0319.csv 5000 0.084992 35 2 0 0 33
randoms0160.csv 5000 0.084992 46 0 0 0 46
randoms0442.csv 4999 0.0849750016 99 2 0 0 97
randoms0510.csv 4999 0.0849750016 48 1 0 0 48
randoms0185.csv 4999 0.0849750016 29 0 0 0 29
randoms0131.csv 4999 0.0849750016 57 2 1 1 56
randoms0487.csv 5000 0.084992 110 1 0 0 110
randoms0229.csv 4999 0.0849750016 35 1 0 0 34
randoms0411.csv 5000 0.084992 59 0 0 0 59
randoms0068.csv 4999 0.0849750016 46 1 0 0 45
randoms0102.csv 5000 0.084992 54 1 0 0 53
randoms0241.csv 5000 0.084992 31 0 0 0 31
randoms0355.csv 5000 0.084992 44 1 0 0 43
randoms0040.csv 5000 0.084992 72 1 1 1 71
randoms0517.csv 5000 0.084992 56 0 0 0 56
randoms0345.csv 5000 0.084992 36 0 0 0 36
randoms0440.csv 4998 0.08495800319999999 76 3 0 0 76
randoms0520.csv 5000 0.084992 43 1 0 0 42
randoms0381.csv 5000 0.084992 39 1 0 0 38
randoms0367.csv 5000 0.084992 52 3 0 0 51
randoms0325.csv 5000 0.084992 23 4 0 0 21
randoms0506.csv 5000 0.084992 77 0 0 0 77
randoms0350.csv 5000 0.084992 35 0 0 0 35
randoms0358.csv 5000 0.084992 36 1 0 0 36
randoms0076.csv 4999 0.0849750016 70 0 0 0 70
randoms0321.csv 4999 0.0849750016 36 0 0 0 36
randoms0497.csv 5000 0.084992 68 0 0 0 68
randoms0218.csv 4999 0.0849750016 34 0 0 0 34
randoms0181.csv 5000 0.084992 28 1 0 0 28
randoms0259.csv 5000 0.084992 37 3 0 0 34
randoms0061.csv 5000 0.084992 44 1 0 0 44
randoms0126.csv 5000 0.084992 53 1 0 0 52
randoms0161.csv 5000 0.084992 32 1 0 0 31
randoms0050.csv 4999 0.0849750016 129 2 0 0 129
randoms0127.csv 5000 0.084992 64 1 0 0 63
randoms0053.csv 5000 0.084992 75 0 1 1 74
randoms0001.csv 5000 0.084992 115 2 0 0 115
randoms0083.csv 4999 0.0849750016 50 1 0 0 49
randoms0275.csv 5000 0.084992 28 1 0 0 27
randoms0096.csv 5000 0.084992 49 1 2 2 47
randoms0005.csv 5000 0.084992 102 1 0 0 102
randoms0469.csv 5000 0.084992 114 0 0 0 114
randoms0248.csv 5000 0.084992 37 1 0 0 36
randoms0178.csv 5000 0.084992 43 2 0 0 41
randoms0120.csv 5000 0.084992 77 1 1 1 77
randoms0331.csv 4999 0.0849750016 33 3 1 1 32
randoms0013.csv 5000 0.084992 86 0 0 0 86
randoms0150.csv 5000 0.084992 51 1 2 2 49
randoms0300.csv 5000 0.084992 29 3 0 0 26
randoms0165.csv 5000 0.084992 29 1 0 0 28
randoms0418.csv 5000 0.084992 59 0 0 0 59
randoms0003.csv 4998 0.08495800319999999 123 2 0 0 122
randoms0195.csv 5000 0.084992 36 2 0 0 34
randoms0344.csv 5000 0.084992 34 1 0 0 33
randoms0143.csv 5000 0.084992 34 0 1 1 33
randoms0406.csv 5000 0.084992 59 2 0 0 58
randoms0436.csv 5000 0.084992 89 1 0 0 88
randoms0379.csv 5000 0.084992 61 2 0 0 60
randoms0008.csv 5000 0.084992 88 1 0 0 88
randoms0338.csv 5000 0.084992 34 0 0 0 34
randoms0257.csv 4999 0.0849750016 31 3 0 0 29
randoms0062.csv 5000 0.084992 58 0 0 0 58
randoms0046.csv 4999 0.0849750016 100 1 0 0 99
randoms0298.csv 5000 0.084992 38 1 1 1 38
randoms0163.csv 5000 0.084992 25 2 0 0 23
randoms0268.csv 4999 0.0849750016 23 0 0 0 23
randoms0070.csv 4999 0.0849750016 62 1 0 0 61
randoms0177.csv 4999 0.0849750016 29 1 0 0 29
randoms0169.csv 5000 0.084992 23 1 0 0 22
randoms0222.csv 4999 0.0849750016 42 2 1 1 40
randoms0074.csv 4999 0.0849750016 87 2 0 0 85
randoms0132.csv 5000 0.084992 63 3 1 1 61
randoms0303.csv 5000 0.084992 36 0 0 0 36
randoms0489.csv 5000 0.084992 83 1 0 0 82
randoms0063.csv 5000 0.084992 54 1 0 0 54
randoms0112.csv 4999 0.0849750016 113 1 0 0 113
randoms0065.csv 5000 0.084992 45 0 0 0 45
randoms0258.csv 5000 0.084992 19 0 0 0 19
randoms0090.csv 4998 0.08495800319999999 40 2 0 0 38
randoms0066.csv 5000 0.084992 49 1 0 0 48
randoms0464.csv 5000 0.084992 105 0 0 0 105
randoms0007.csv 5000 0.084992 71 0 1 1 71
randoms0171.csv 5000 0.084992 30 1 0 0 30
randoms0203.csv 5000 0.084992 23 0 0 0 23
randoms0106.csv 4999 0.0849750016 80 1 0 0 80
randoms0369.csv 5000 0.084992 36 2 0 0 35
randoms0088.csv 5000 0.084992 46 1 0 0 45
randoms0097.csv 5000 0.084992 43 1 0 0 42
