# Reconstructed SD data list, created using the Offline Framework
#
#      SdId         AugerId      GPSSec     GPSNSec   BadPeriod      YYMMDD      HHMMSS         MJD          T4          T5     LDFStat      Energy   EnergyErr       S1000    S1000Err    S1000Sys       Theta    ThetaErr         Phi      PhiErr   ThetaSite     PhiSite       NCand        NAct       NWork       Xcore       Ycore       Zcore    XcoreErr    YcoreErr    ZcoreErr     Easting    Northing          RA         Dec       RAErr      DecErr      GalLat     GalLong   GalLatErr  GalLongErr   PlaneChi2    PlaneNdf        Beta     BetaErr       Gamma    GammaErr     LDFchi2      LDFNdf       RCurv    RCurvErr    RiseTime RiseTimeErr    TResMean  TResSpread
   67356208    220750853801  1331475753   787889000           0      220316      142215  5.9655e+04          18           2         4.5  6.8921e-01  1.1698e-01  3.9756e+00  6.5440e-01  3.8555e-01  2.1216e+01  1.2453e+00 -8.2301e+01  1.6996e+00  2.1197e+01 -8.2646e+01           3           4  0.0000e+00    -20693.8      -564.4        17.6  4.3428e+01  9.1176e+01  0.0000e+00    456577.0   6098587.5  3.2526e+02 -5.6196e+01  1.1163e+00  1.2423e+00 -4.5465e+01  3.3879e+02  6.6210e-01  1.7408e+00  1.0936e-06           0 -2.2427e+00  0.0000e+00  6.6726e-02  0.0000e+00  3.8255e-03           0  7.0693e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -4.1427e-04  5.3795e-04
   67356214    220750855000  1331475765   606331000           0      220316      142227  5.9655e+04          18           3         4.5  5.5936e-01  1.0899e-01  3.2465e+00  6.1351e-01  3.0012e-01  2.0122e+01  8.5536e-01  7.7259e+01  3.9711e+00  2.0419e+01  7.7239e+01           3           3  0.0000e+00      6502.7     32372.0       -51.7  8.1770e+01  5.6142e+01  0.0000e+00    483674.1   6131571.9  3.2512e+02 -1.5248e+01  1.3725e+00  9.1900e-01 -4.4220e+01  3.7882e+01  1.3774e+00  1.1680e+00  9.2225e-05           0 -2.2396e+00  0.0000e+00  7.3387e-02  0.0000e+00  2.3809e-04           0  6.7542e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  3.3657e-03  5.3964e-03
   67356216    220750856400  1331475779   643412000           0      220316      142241  5.9655e+04          18           3         4.5  6.3485e-01  1.2973e-01  3.1404e+00  6.2240e-01  3.5829e-01  4.0973e+01  9.4364e-01  9.6818e+01  1.1389e+00  4.1170e+01  9.7108e+01           3           4  0.0000e+00    -19028.8     19758.7        38.1  6.7595e+01  1.2465e+02  0.0000e+00    458190.1   6118902.4  3.1591e+02  5.6825e+00  7.5776e-01  9.3784e-01 -2.5962e+01  5.4848e+01  8.5534e-01  9.4149e-01  1.0324e-05           0 -1.9770e+00  0.0000e+00  2.0927e-02  0.0000e+00  5.9225e-02           0  9.0890e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -1.2259e-03  1.7052e-03
   67356222    220750858200  1331475797   383319000           0      220316      142259  5.9655e+04          18           3         4.5  9.4240e-01  1.6320e-01  5.3026e+00  8.9060e-01  3.0862e-01  1.1027e+01  7.0379e-01 -1.5553e+02  4.4310e+00  1.1201e+01 -1.5639e+02           3           3  0.0000e+00    -26876.3     12547.4        87.7  6.2033e+01  7.4266e+01  0.0000e+00    450365.6   6111675.7  3.0743e+02 -3.9027e+01  9.3005e-01  8.3165e-01 -3.5074e+01  2.6172e+00  7.3987e-01  9.9735e-01  7.2138e-05           0 -2.3140e+00  0.0000e+00  6.2027e-02  0.0000e+00  1.3757e-02           0  6.8932e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  4.4987e-03  2.3848e-03
   67356228    220750859600  1331475811   357768000           0      220316      142313  5.9655e+04          18           3         4.5  4.6726e-01  1.0230e-01  2.7138e+00  5.7624e-01  2.7064e-01  2.5154e+01  2.6396e+00 -1.4823e+02  2.9587e+00  2.4949e+01 -1.4840e+02           3           3  0.0000e+00     18131.2     14216.7       -80.8  1.1657e+02  1.0003e+02  0.0000e+00    495341.0   6113457.2  2.9036e+02 -4.4733e+01  3.5563e+00  1.4718e+00 -2.3793e+01  3.5326e+02  2.2621e+00  2.0246e+00  3.3326e-07           0 -2.1884e+00  0.0000e+00  6.8093e-02  0.0000e+00  7.5863e-03           0  7.0452e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  2.4955e-04  2.7058e-04
   67356234    220750861800  1331475833   426185000           0      220316      142335  5.9655e+04          22           2         4.5  2.7037e+00  3.5586e-01  7.9985e+00  1.0210e+00  7.5610e-01  5.6969e+01  5.5083e-01  7.3160e+01  3.6334e-01  5.7042e+01  7.3417e+01           4           8  0.0000e+00    -19557.2     14345.1        56.3  8.3433e+01  1.3858e+02  0.0000e+00    457675.6   6113490.7  3.3560e+02  2.0044e+01  3.8862e-01  5.1275e-01 -3.0603e+01  8.1567e+01  3.3853e-01  6.1653e-01  1.5437e-01           1 -1.6582e+00  0.0000e+00  2.3487e-02  0.0000e+00  2.1482e+00           1  1.6899e+01  0.0000e+00 -1.0000e+00 -1.0000e+00  6.8764e-02  2.1249e-01
   67356245    220750874400  1331475959   941564000           0      220316      142541  5.9655e+04          18           3         4.5  4.7696e-01  1.0012e-01  2.7790e+00  5.6574e-01  2.3375e-01  1.8733e+01  1.0778e+00 -1.2648e+02  3.0190e+00  1.8937e+01 -1.2638e+02           3           4  0.0000e+00    -13139.4    -18519.5       -45.2  8.3722e+01  6.8063e+01  0.0000e+00    464172.0   6080662.3  3.0415e+02 -4.9401e+01  1.7762e+00  8.7503e-01 -3.3814e+01  3.4980e+02  1.1507e+00  1.0615e+00  8.3554e-05           0 -2.2414e+00  0.0000e+00  7.9100e-02  0.0000e+00  2.5400e-04           0  6.5824e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -2.0770e-03  5.9419e-03
   67356263    220750882300  1331476038   726517000           0      220316      142700  5.9655e+04          22           3         4.5  1.9296e+00  3.2126e-01  9.0509e+00  1.4614e+00  9.0492e-03  4.2017e+01  5.7062e-01  3.2483e+01  1.6007e+00  4.1970e+01  3.2360e+01           5           6  0.0000e+00      1648.2    -12318.9       -27.5  9.8066e+01  7.1585e+01  0.0000e+00    478934.9   6086896.5  3.5645e+02 -7.8625e+00  8.6778e-01  8.5713e-01 -6.5241e+01  8.1006e+01  1.0636e+00  1.3972e+00  3.1795e-01           1 -2.0339e+00  0.0000e+00  2.3400e-02  0.0000e+00  2.6481e+00           2  1.2060e+01  3.8523e+00 -1.0000e+00 -1.0000e+00  8.3853e-02  2.6589e-01
   67356284    220750896100  1331476176   462493000           0      220316      142918  5.9655e+04          18           3         4.5  4.8626e-01  1.1123e-01  2.6984e+00  5.9865e-01  3.0308e-01  3.3053e+01  9.9909e-01  2.8300e+01  1.6040e+00  3.3093e+01  2.8101e+01           3           4  0.0000e+00      8756.0     -7058.9       -31.7  7.7676e+01  1.1424e+02  0.0000e+00    486025.1   6092171.2  3.5231e+02 -1.5873e+01  7.6024e-01  1.1085e+00 -6.7861e+01  5.9289e+01  7.7818e-01  2.8556e+00  7.7829e-05           0 -2.0954e+00  0.0000e+00  3.4439e-02  0.0000e+00  1.5031e-03           0  7.6433e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -4.4421e-03  3.0387e-03
   67356297    220750903800  1331476253   505459000           0      220316      143035  5.9655e+04          18           3         4.5  6.8101e-01  1.1894e-01  3.9296e+00  6.6561e-01  3.3578e-01  2.0616e+01  1.2072e+00  7.1867e+01  2.5451e+00  2.0441e+01  7.1770e+01           3           3  0.0000e+00     -1794.8    -19944.5       -49.4  6.4782e+01  7.1158e+01  0.0000e+00    475513.3   6079266.9  3.2910e+02 -1.5659e+01  1.0678e+00  1.0970e+00 -4.7900e+01  3.9518e+01  8.3782e-01  1.8621e+00  1.4959e-06           0 -2.2464e+00  0.0000e+00  6.7778e-02  0.0000e+00  1.5818e-03           0  6.9825e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  4.7828e-05  8.6285e-04
   67356302    220750908500  1331476300   192196000           0      220316      143122  5.9655e+04          18           3         4.5  1.5942e+00  2.0644e-01  8.9427e+00  1.1231e+00  4.1988e-01  1.7416e+01  9.1553e-01  9.9263e+00  1.9594e+00  1.7517e+01  9.6364e+00           3           6  0.0000e+00     12328.5     -5388.4       -37.5  6.9257e+01  2.7191e+01  0.0000e+00    489591.1   6093849.7  3.4295e+02 -3.0613e+01  1.1032e+00  5.2985e-01 -6.3653e+01  1.8178e+01  9.4944e-01  1.1938e+00  5.2615e-05           0 -2.3104e+00  0.0000e+00  4.7559e-02  0.0000e+00  6.0619e-02           0  7.4649e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -1.1049e-03  4.9474e-03
   67356325    220750925700  1331476472   364319000           0      220316      143414  5.9655e+04           4           3         4.5  1.1684e+00  2.1283e-01  3.4954e+00  6.1751e-01  4.3586e-01  5.7303e+01  5.2916e-01  1.3455e+02  4.7642e-01  5.7577e+01  1.3475e+02           4           4  0.0000e+00    -26255.9     16997.9        95.8  1.2905e+02  1.4999e+02  0.0000e+00    450974.6   6116125.0  2.8633e+02  1.0376e+01  3.9518e-01  5.3819e-01  1.6718e+00  4.3740e+01  4.6096e-01  4.7797e-01  1.5211e-01           1 -1.5642e+00  0.0000e+00  2.1360e-02  0.0000e+00  4.2190e-02           1  1.5505e+01  0.0000e+00 -1.0000e+00 -1.0000e+00  4.2206e-03  2.2512e-01
   67356334    220750933400  1331476549   767451000           0      220316      143531  5.9655e+04          18           3         4.5  1.2945e+00  2.6636e-01  3.8705e+00  7.7238e-01  4.1723e-01  5.7243e+01  7.2869e-01  4.4447e+01  8.8363e-01  5.7088e+01  4.4548e+01           3           4  0.0000e+00    -13865.3    -10533.3       -17.3  1.1623e+02  7.0374e+01  0.0000e+00    463426.4   6088641.8  1.1797e+00  9.6336e+00  8.9554e-01  5.5105e-01 -5.1531e+01  1.0422e+02  5.5490e-01  1.4154e+00  1.5821e-07           0 -1.5757e+00  0.0000e+00  2.1651e-02  0.0000e+00  5.9370e-01           0  1.5788e+01  0.0000e+00 -1.0000e+00 -1.0000e+00  1.7188e-04  1.8652e-04
   67356338    220750935300  1331476568   627108000           0      220316      143550  5.9655e+04          18           3         4.5  8.4463e-01  1.5536e-01  4.0554e+00  7.2343e-01  4.6593e-01  4.2097e+01  6.1004e-01 -1.7012e+02  1.0090e+00  4.1864e+01 -1.7047e+02           3           6  0.0000e+00     22184.3     24214.1      -128.0  7.8445e+01  6.6956e+01  0.0000e+00    499366.6   6123458.7  2.7349e+02 -3.1338e+01  7.3283e-01  6.6174e-01 -6.5141e+00  9.4999e-01  6.0752e-01  6.8307e-01  2.8079e-05           0 -1.9733e+00  0.0000e+00  3.0144e-02  0.0000e+00  1.6308e-02           0  9.6530e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  2.2518e-03  2.5364e-03
   67356344    220750941000  1331476625   361157000           0      220316      143647  5.9655e+04          18           3         4.5  6.4959e-01  1.4774e-01  2.8103e+00  6.1990e-01  3.3582e-01  4.7005e+01  9.4124e-01  1.6744e+02  8.3923e-01  4.7269e+01  1.6749e+02           4           4  0.0000e+00    -25817.3     19244.0        83.1  1.6443e+02  7.6787e+01  0.0000e+00    451407.2   6118370.8  2.7615e+02 -1.5171e+01  8.1100e-01  8.0625e-01 -1.0858e+00  1.6410e+01  9.2383e-01  6.3985e-01  4.7047e-01           1 -1.8392e+00  0.0000e+00  1.1540e-01  0.0000e+00  3.3846e+00           1  1.0737e+01  0.0000e+00 -1.0000e+00 -1.0000e+00  2.6435e-02  3.9404e-01
   67356364    220750961100  1331476826   446868000           0      220316      144008  5.9655e+04          22           3         4.5  1.4139e+00  3.1903e-01  5.5868e+00  1.2226e+00  1.1548e-01  4.9408e+01  6.4564e-01  5.3313e+01  7.1528e-01  4.9571e+01  5.3473e+01           4           5  0.0000e+00     -3584.8     25210.1       -46.3  6.8507e+01  1.2640e+02  0.0000e+00    473610.8   6124389.3  3.5215e+02  7.1953e+00  4.0772e-01  7.4043e-01 -5.0245e+01  8.9657e+01  7.0205e-01  7.3176e-01  6.0513e-04           1 -1.8355e+00  0.0000e+00  1.2820e-01  0.0000e+00  1.5157e+00           1  1.1559e+01  0.0000e+00 -1.0000e+00 -1.0000e+00 -4.7182e-03  1.3128e-02
   67356377    220750969400  1331476909   189828000           0      220316      144131  5.9655e+04          18           3         4.5  4.4684e-01  9.5697e-02  2.6084e+00  5.4178e-01  2.5767e-01  2.3066e+01  1.2695e+00  8.3551e+01  2.3720e+00  2.3008e+01  8.4087e+01           3           3  0.0000e+00    -19971.8     -4340.9         6.3  6.8445e+01  9.0924e+01  0.0000e+00    457308.1   6094815.2  3.2768e+02 -1.2342e+01  9.2828e-01  1.2857e+00 -4.5263e+01  4.3064e+01  1.0626e+00  1.6484e+00  1.0811e-07           0 -2.2047e+00  0.0000e+00  7.4162e-02  0.0000e+00  2.2237e-04           0  6.7589e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  1.8596e-04  4.6493e-05
   67356382    220750972400  1331476939   274731000           0      220316      144201  5.9655e+04          18           3         4.5  5.4989e-01  1.4710e-01  3.0952e+00  8.0304e-01  2.2427e-01  3.0840e+01  1.1109e+00 -1.7183e+02  3.3920e+00  3.0648e+01 -1.7191e+02           3           4  0.0000e+00     21757.6      -601.7       -65.5  1.1579e+02  1.1370e+02  0.0000e+00    499002.4   6098657.1  2.8809e+02 -3.3717e+01  1.6071e+00  1.5719e+00 -1.8702e+01  3.9188e+00  1.0106e+00  1.8994e+00  3.7962e-05           0 -2.1338e+00  0.0000e+00  4.3490e-02  0.0000e+00  2.8920e-02           0  7.3519e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -7.8813e-04  4.2425e-03
   67356386    220750974100  1331476956   998093000           0      220316      144218  5.9655e+04           4           3         4.5  3.6748e+00  5.0835e-01  4.9413e+00  6.6294e-01  9.6077e-02  7.0360e+01  4.0626e-01  6.2429e+01  1.9137e-01  7.0520e+01  6.2228e+01           6           7  0.0000e+00     23258.3      7865.9       -89.2  1.1351e+02  1.8954e+02  0.0000e+00    500480.9   6107123.3  3.5575e+02  2.9258e+01  2.8010e-01  3.7125e-01 -3.1279e+01  1.0546e+02  3.1498e-01  3.6691e-01  1.6958e+00           2 -1.1867e+00  0.0000e+00 -3.6758e-01  0.0000e+00  7.9686e+00           3  3.3319e+01  6.1120e+00 -1.0000e+00 -1.0000e+00  4.6204e-02  5.8018e-01
   67356388    220750975400  1331476969   866241000           0      220316      144231  5.9655e+04          18           3         4.5  5.4734e-01  1.4313e-01  2.0344e+00  5.1595e-01  2.8128e-01  5.2224e+01  1.4692e+00 -1.7167e+02  2.5913e+00  5.2412e+01 -1.7157e+02           3           5  0.0000e+00    -21527.4      2473.2        24.8  3.2085e+02  1.0319e+02  0.0000e+00    455736.3   6101621.1  2.6438e+02 -2.6547e+01  1.4979e+00  2.1350e+00  2.7813e+00  1.0843e+00  1.5546e+00  1.9865e+00  3.5371e-08           0 -1.6736e+00  0.0000e+00  1.3619e-01  0.0000e+00  3.3105e+00           0  1.1456e+01  0.0000e+00 -1.0000e+00 -1.0000e+00  5.5728e-05  1.1414e-04
   67356394    220750978600  1331477001   576901000           0      220316      144303  5.9655e+04          18           3         4.5  1.0711e+00  1.4980e-01  6.0788e+00  8.2452e-01  4.1093e-01  1.7185e+01  7.9035e-01  1.4042e+02  2.1936e+00  1.7320e+01  1.4031e+02           3           4  0.0000e+00     -7974.6     13828.3         0.4  4.8107e+01  5.7596e+01  0.0000e+00    469252.2   6113003.4  3.1126e+02 -2.3310e+01  7.1980e-01  7.7957e-01 -3.4696e+01  2.2210e+01  7.1393e-01  8.8963e-01  3.7686e-05           0 -2.2918e+00  0.0000e+00  5.8396e-02  0.0000e+00  2.4502e-02           0  7.1643e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  3.4973e-03  7.0454e-04
   67356395    220750978601  1331477001   926019000           0      220316      144303  5.9655e+04           4           3         4.5  2.8897e+00  4.2169e-01  5.6489e+00  7.9947e-01  1.0132e-01  6.5277e+01  2.5952e-01 -1.0549e+02  2.4117e-01  6.4997e+01 -1.0558e+02           7           8  0.0000e+00     26867.0     24837.7      -154.4  6.3965e+01  1.5340e+02  0.0000e+00    504045.0   6124093.8  2.0261e+02 -7.3108e+01  8.3800e-01  2.3675e-01 -1.0455e+01  3.0580e+02  2.4294e-01  2.4133e-01  4.2691e+00           3 -1.3384e+00  0.0000e+00 -2.3444e-01  0.0000e+00  4.1825e+00           4  2.3492e+01  3.6555e+00 -1.0000e+00 -1.0000e+00  2.2310e-02  8.4318e-01
   67356405    220750986000  1331477075   637660000           0      220316      144417  5.9655e+04          22           3         4.5  1.3617e+00  1.6415e-01  7.1430e+00  8.3509e-01  7.9074e-01  3.5472e+01  8.5219e-01 -1.0783e+02  1.1518e+00  3.5679e+01 -1.0789e+02           4           4  0.0000e+00    -22515.0    -16998.7       -49.8  1.0905e+02  9.5567e+01  0.0000e+00    454798.2   6082158.5  2.9843e+02 -6.7231e+01  2.5278e+00  4.6473e-01 -3.0860e+01  3.2867e+02  9.8791e-01  5.1708e-01  5.6132e-02           1 -2.1221e+00  0.0000e+00  9.6069e-03  0.0000e+00  2.5343e+00           1  8.7167e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  5.1293e-02  1.2330e-01
   67356420    220750994800  1331477163   568814000           0      220316      144545  5.9655e+04          22           3         4.5  1.7451e+00  3.6693e-01  7.3324e+00  1.4952e+00  3.8047e-01  4.6984e+01  1.1948e+00 -5.1593e+01  1.2435e+00  4.6872e+01 -5.1530e+01           5           6  0.0000e+00     -4651.1     12154.9        -4.1  6.5507e+01  1.5229e+02  0.0000e+00    472577.9   6111339.4  2.9669e+01 -5.9451e+01  2.3411e+00  9.1553e-01 -5.5664e+01  2.8783e+02  1.0547e+00  1.8944e+00  3.3933e+01           1 -1.9189e+00  0.0000e+00  9.9243e-02  0.0000e+00  1.1935e+00           2  6.1230e+00  4.9373e-01 -1.0000e+00 -1.0000e+00 -2.6130e-03  2.9074e+00
   67356450    220751013900  1331477354   437803000           0      220316      144856  5.9655e+04          18           3         4.5  7.0675e-01  1.2798e-01  3.9160e+00  6.8774e-01  4.1084e-01  3.1924e+01  8.2796e-01 -8.2963e+01  2.0324e+00  3.1747e+01 -8.3031e+01           3           4  0.0000e+00    -12479.0     18181.3         0.2  7.7934e+01  6.9760e+01  0.0000e+00    464739.7   6117342.4  3.3641e+02 -6.6536e+01  2.4565e+00  9.4014e-01 -4.4695e+01  3.2237e+02  1.1568e+00  9.9699e-01  3.9374e-08           0 -2.1331e+00  0.0000e+00  3.3674e-02  0.0000e+00  2.1133e-03           0  7.9311e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -2.4511e-05  1.3706e-04
   67356459    220751020100  1331477416   856520000           0      220316      144958  5.9655e+04          22           3         4.5  9.0453e-01  1.5360e-01  4.3162e+00  7.1083e-01  4.5062e-01  4.2307e+01  6.6882e-01 -1.5401e+02  7.0878e-01  4.2063e+01 -1.5421e+02           4           4  0.0000e+00     21503.5     17817.1      -104.9  9.1364e+01  5.8921e+01  0.0000e+00    498702.3   6117064.0  2.7343e+02 -4.1798e+01  8.8561e-01  4.8890e-01 -1.1257e+01  3.5151e+02  6.6188e-01  4.9621e-01  4.3564e-01           1 -1.9737e+00  0.0000e+00  3.2269e-02  0.0000e+00  4.0345e-01           1  9.9410e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  9.1044e-02  3.6628e-01
   67356471    220751024700  1331477462   197258000           0      220316      145044  5.9655e+04          18           0         4.5  1.3853e+00  4.0659e-01  6.8267e+00  1.9432e+00  4.6409e-01  3.9841e+01  1.2901e+00  6.1385e+01  1.5731e+00  3.9581e+01  6.1660e+01           3           3  0.0000e+00    -23877.5    -20010.0       -65.8  1.5453e+02  1.1213e+02  0.0000e+00    453444.1   6079145.5  3.4524e+02  7.5372e-01  1.3061e+00  9.8711e-01 -5.1489e+01  7.4818e+01  7.0458e-01  2.3732e+00  1.0521e-04           0 -2.0540e+00  0.0000e+00  8.7764e-03  0.0000e+00  6.2112e-03           0  9.1347e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -5.4805e-03  2.7479e-03
   67356499    220751048800  1331477703   516075000           0      220316      145445  5.9655e+04          18           2         4.5  6.7836e-01  1.2036e-01  3.8024e+00  6.5433e-01  2.8239e-01  3.3956e+00  1.1007e+00  3.2621e+01  2.2834e+01  3.2325e+00  3.5986e+01           3           3  0.0000e+00    -26651.3      6724.2        49.7  4.5402e+01  8.4378e+01  0.0000e+00    450605.0   6105856.7  3.3177e+02 -3.3310e+01  8.3397e-01  1.5984e+00 -5.4192e+01  1.2785e+01  6.9564e-01  2.7329e+00  2.1944e-07           0 -2.3161e+00  0.0000e+00  7.0214e-02  0.0000e+00  7.9684e-04           0  6.4860e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -7.9867e-05  3.1647e-04
   67356500    220751050400  1331477719   869278000           0      220316      145501  5.9655e+04           4           3         4.5  1.9673e+00  3.5239e-01  3.9489e+00  6.8602e-01  3.2532e-01  6.5018e+01  5.2184e-01 -1.7312e+02  3.4950e-01  6.4942e+01 -1.7312e+02           4           5  0.0000e+00     10241.9    -14330.1       -49.5  1.9108e+02  6.7856e+01  0.0000e+00    487528.4   6084908.2  2.5619e+02 -1.9454e+01  5.0364e-01  3.8363e-01  1.2992e+01  2.7824e+00  5.2112e-01  3.2635e-01  1.8621e-03           1 -1.3028e+00  0.0000e+00 -2.3163e-01  0.0000e+00  1.3264e+00           1  1.6240e+01  0.0000e+00 -1.0000e+00 -1.0000e+00 -4.1441e-03  2.4450e-02
   67356509    220751056300  1331477778   172955000           0      220316      145600  5.9655e+04          18           3         4.5  4.7456e-01  9.8113e-02  2.7663e+00  5.5468e-01  2.6463e-01  2.2660e+01  9.6187e-01  1.0486e+01  2.5885e+00  2.2755e+01  1.0186e+01           3           4  0.0000e+00     12316.5     -8252.6       -42.8  7.6356e+01  7.2247e+01  0.0000e+00    489586.4   6090987.2  3.5461e+02 -2.8448e+01  1.0588e+00  1.0262e+00 -7.3817e+01  2.4022e+01  9.3121e-01  3.6810e+00  5.8712e-08           0 -2.2112e+00  0.0000e+00  7.3496e-02  0.0000e+00  1.1864e-04           0  6.7761e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  1.3914e-04  1.7789e-05
   67356514    220751059600  1331477811   680427000           0      220316      145633  5.9655e+04          18           0         4.5  1.1306e+00  4.0819e-01  6.0017e+00  2.1014e+00  8.9450e-01  3.4922e+01  3.0255e+00 -9.3372e+00  3.0967e+00  3.4659e+01 -9.1144e+00           3           3  0.0000e+00    -28457.5      7891.4        56.6  1.5590e+02  1.2567e+02  0.0000e+00    448797.0   6107018.7  1.1269e+01 -3.3250e+01  3.0985e+00  2.3627e+00 -8.3727e+01  3.1520e+02  2.7958e+00  1.9373e+01  8.3572e-06           0 -2.1187e+00  0.0000e+00  1.3771e-02  0.0000e+00  9.2276e+00           0  8.2255e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -9.2094e-04  1.7049e-03
   67356526    220751070500  1331477920   867806000           0      220316      145822  5.9655e+04          18           3         4.5  6.2404e-01  1.2906e-01  3.4237e+00  6.8668e-01  3.2420e-01  3.3468e+01  1.1771e+00 -1.5563e+02  1.7862e+00  3.3438e+01 -1.5590e+02           3           4  0.0000e+00     -6284.3     21937.8       -27.7  1.2571e+02  5.0253e+01  0.0000e+00    470921.2   6121112.3  2.8718e+02 -4.1711e+01  1.5390e+00  1.0178e+00 -2.0703e+01  3.5566e+02  1.3102e+00  8.5461e-01  3.9156e-06           0 -2.1052e+00  0.0000e+00  2.8795e-02  0.0000e+00  1.3792e-02           0  7.8809e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -2.7453e-04  1.3582e-03
   67356535    220751075200  1331477967   795513000           0      220316      145909  5.9655e+04          18           3         4.5  4.4122e-01  9.9022e-02  2.5486e+00  5.5473e-01  2.1164e-01  1.2506e+01  2.6594e+00 -1.3947e+01  6.8480e+00  1.2540e+01 -1.3783e+01           3           3  0.0000e+00      4824.0      3733.4       -16.0  1.0745e+02  5.8992e+01  0.0000e+00    482068.3   6102947.0  3.4511e+02 -3.7274e+01  3.3326e+00  1.4962e+00 -6.4544e+01  2.4793e+00  2.5435e+00  3.8943e+00  1.9099e-06           0 -2.2718e+00  0.0000e+00  8.4137e-02  0.0000e+00  6.9269e-05           0  6.3257e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  6.8537e-04  5.0036e-04
   67356543    220751081600  1331478031   939200000           0      220316      150013  5.9655e+04          18           3         4.5  7.7168e-01  1.3425e-01  4.3735e+00  7.3794e-01  3.0296e-01  1.1556e+01  8.6551e-01 -1.4102e+02  5.4959e+00  1.1380e+01 -1.4214e+02           3           3  0.0000e+00      -425.5     31943.1        -2.7  4.9488e+01  7.6737e+01  0.0000e+00    476751.3   6131125.8  3.1797e+02 -4.1659e+01  9.9758e-01  1.1857e+00 -4.3281e+01  1.8195e-02  7.4534e-01  1.6286e+00  3.0402e-05           0 -2.3024e+00  0.0000e+00  6.7940e-02  0.0000e+00  1.2944e-03           0  6.7430e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -1.4978e-03  3.4403e-03
   67356546    220751083000  1331478045   305839000           0      220316      150027  5.9655e+04          18           3         4.5  8.4475e-01  1.9909e-01  2.9547e+00  6.7535e-01  4.3146e-01  5.3580e+01  8.4838e-01  8.1323e+01  1.5425e+00  5.3794e+01  8.1480e+01           3           3  0.0000e+00    -10259.1     25560.6       -30.1  9.2762e+01  1.4614e+02  0.0000e+00    466939.8   6124722.8  3.3729e+02  1.8106e+01  1.2348e+00  9.3973e-01 -3.3120e+01  8.1627e+01  1.3112e+00  8.7845e-01  1.3758e-04           0 -1.6665e+00  0.0000e+00  1.0976e-01  0.0000e+00  4.4505e-01           0  1.3565e+01  0.0000e+00 -1.0000e+00 -1.0000e+00  4.5769e-03  6.1130e-03
   67356552    220751087500  1331478090    84904000           0      220316      150112  5.9655e+04          18           3         4.5  4.2322e-01  9.2122e-02  2.4774e+00  5.2299e-01  2.3790e-01  2.0557e+01  1.3921e+00 -5.9627e+01  3.3266e+00  2.0461e+01 -5.9855e+01           3           3  0.0000e+00    -17650.6      2123.4        17.9  6.5738e+01  9.5054e+01  0.0000e+00    459611.6   6101281.4  3.4681e+02 -5.1961e+01  1.5130e+00  1.5599e+00 -5.8412e+01  3.3404e+02  1.1642e+00  2.6639e+00  2.6961e-06           0 -2.2223e+00  0.0000e+00  8.0015e-02  0.0000e+00  1.2113e-04           0  6.6274e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  9.1838e-04  2.8796e-04
   67356576    220751101700  1331478232   937160000           0      220316      150334  5.9655e+04          18           3         4.5  1.0123e+00  1.5789e-01  5.6856e+00  8.6005e-01  5.0830e-01  2.8055e+01  6.0799e-01 -1.5580e+02  1.9810e+00  2.8124e+01 -1.5553e+02           3           4  0.0000e+00      -541.7    -17515.1       -39.9  3.6517e+01  8.1387e+01  0.0000e+00    476759.4   6081698.0  2.9562e+02 -4.1947e+01  7.9458e-01  9.4259e-01 -2.6809e+01  3.5730e+02  4.7788e-01  1.1257e+00  8.0033e-05           0 -2.2002e+00  0.0000e+00  4.2126e-02  0.0000e+00  2.0437e-02           0  7.9242e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -3.2376e-03  4.9285e-03
