# Reconstructed SD data list, created using the Offline Framework
#
#      SdId         AugerId      GPSSec     GPSNSec   BadPeriod      YYMMDD      HHMMSS         MJD          T4          T5     LDFStat      Energy   EnergyErr       S1000    S1000Err    S1000Sys       Theta    ThetaErr         Phi      PhiErr   ThetaSite     PhiSite       NCand        NAct       NWork       Xcore       Ycore       Zcore    XcoreErr    YcoreErr    ZcoreErr     Easting    Northing          RA         Dec       RAErr      DecErr      GalLat     GalLong   GalLatErr  GalLongErr   PlaneChi2    PlaneNdf        Beta     BetaErr       Gamma    GammaErr     LDFchi2      LDFNdf       RCurv    RCurvErr    RiseTime RiseTimeErr    TResMean  TResSpread
   67361449    220754667900  1331513894   779634000           0      220317      005756  5.9655e+04          18           3         4.5  7.6397e-01  1.5640e-01  4.3593e+00  8.6551e-01  2.9342e-01  2.6171e+01  1.6985e+00  1.6471e+02  2.2826e+00  2.6022e+01  1.6425e+02           3           3  0.0000e+00     20946.9     13079.7       -89.7  7.1704e+01  9.6747e+01  0.0000e+00    498157.9   6112328.1  9.2100e+01 -2.4920e+01  1.4667e+00  1.4592e+00 -2.0049e+01  2.3141e+02  1.0009e+00  1.8118e+00  3.5870e-07           0 -2.2047e+00  0.0000e+00  5.4050e-02  0.0000e+00  2.1536e-02           0  7.3222e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -1.0760e-05  4.2329e-04
   67361454    220754676300  1331513978   526250000           0      220317      005920  5.9655e+04          22           3         4.5  5.4419e-01  1.1773e-01  2.7858e+00  5.8449e-01  2.7471e-01  3.9237e+01  9.2666e-01  1.1007e+02  1.4533e+00  3.9502e+01  1.1024e+02           4           4  0.0000e+00    -16114.5     25478.3       -17.5  7.6659e+01  1.3574e+02  0.0000e+00    461088.2   6124625.8  1.0747e+02  2.4106e+00  9.7599e-01  8.6770e-01  5.2044e+00  2.1289e+02  8.8023e-01  9.6782e-01  2.0492e-01           1 -1.9990e+00  0.0000e+00  1.4437e-02  0.0000e+00  1.3240e+01           1  8.8249e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -3.2301e-02  2.5868e-01
   67361468    220754689700  1331514112   390550000           0      220317      010134  5.9655e+04           4           3         4.5  1.6974e+00  2.9015e-01  3.3441e+00  5.5438e-01  3.0619e-01  6.5420e+01  8.9691e-01 -1.7872e+02  6.9708e-01  6.5445e+01 -1.7869e+02           5           6  0.0000e+00     -2609.9     -5510.4        -7.0  2.7417e+02  7.4737e+01  0.0000e+00    474662.2   6093690.1  5.0557e+01 -1.4886e+01  7.6359e-01  8.1345e-01 -5.2912e+01  2.0145e+02  6.0987e-01  1.5147e+00  2.3972e+00           1 -1.2674e+00  0.0000e+00 -2.4862e-01  0.0000e+00  3.5612e-01           2  9.8010e+00  3.9543e+00 -1.0000e+00 -1.0000e+00 -3.7432e-02  7.7301e-01
   67361471    220754691400  1331514129   851951000           0      220317      010151  5.9655e+04          18           3         4.5  1.1031e+00  1.5294e-01  5.7190e+00  7.6896e-01  6.4589e-01  3.6920e+01  1.1100e+00 -6.2415e+01  1.2397e+00  3.6768e+01 -6.2304e+01           3           3  0.0000e+00       707.0     19391.6       -37.0  8.7166e+01  8.1546e+01  0.0000e+00    477914.5   6118585.2  1.5945e+02 -6.3527e+01  2.7282e+00  5.5473e-01 -4.4187e+00  2.8868e+02  7.1849e-01  1.1305e+00  1.2063e-07           0 -2.0874e+00  0.0000e+00  8.7286e-03  0.0000e+00  3.1321e-01           0  9.1284e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  1.8149e-04  1.0444e-04
   67361476    220754697100  1331514186   215672000           0      220317      010248  5.9655e+04          18           3         4.5  1.2582e+00  1.7681e-01  6.7103e+00  9.1453e-01  6.1230e-01  3.4187e+01  4.9714e-01  1.4524e+02  1.0654e+00  3.4103e+01  1.4535e+02           3           3  0.0000e+00      2504.7    -12806.0       -29.6  3.4528e+01  7.7046e+01  0.0000e+00    479792.1   6086411.8  9.2870e+01 -1.2565e+01  4.6269e-01  6.3367e-01 -1.4471e+01  2.1984e+02  5.3562e-01  5.8295e-01  1.1589e-05           0 -2.1367e+00  0.0000e+00  1.5150e-02  0.0000e+00  4.3519e-02           0  8.8410e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -1.2863e-03  1.8261e-03
   67361499    220754717500  1331514390   105726000           0      220317      010612  5.9655e+04          18           3         4.5  9.1658e-01  1.8868e-01  5.2051e+00  1.0392e+00  2.0124e-01  1.4850e+01  9.5957e-01  5.6368e+01  3.8177e+00  1.4632e+01  5.6710e+01           3           3  0.0000e+00    -18837.0    -16672.3       -42.9  6.5921e+01  1.0002e+02  0.0000e+00    458473.1   6082494.0  1.3057e+02 -2.2705e+01  8.9539e-01  1.0936e+00  1.1870e+01  2.4636e+02  8.3230e-01  1.1126e+00  6.7192e-06           0 -2.2965e+00  0.0000e+00  6.3159e-02  0.0000e+00  1.4302e-02           0  7.0187e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -1.4381e-03  5.0350e-04
   67361510    220754729300  1331514508   296817000           0      220317      010810  5.9655e+04          18           3         4.5  4.5747e-01  1.0715e-01  2.6602e+00  6.0429e-01  2.5625e-01  2.4918e+01  9.4240e-01 -6.7832e+01  3.6437e+00  2.4790e+01 -6.7963e+01           3           4  0.0000e+00    -16680.1      8641.1        26.9  8.2241e+01  1.0058e+02  0.0000e+00    460565.1   6107797.5  1.3934e+02 -5.7283e+01  2.0881e+00  1.4040e+00 -5.6071e+00  2.7704e+02  1.5885e+00  8.5357e-01  9.8963e-05           0 -2.1887e+00  0.0000e+00  6.8991e-02  0.0000e+00  1.6957e-04           0  6.9619e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  1.3626e-03  6.8335e-03
   67361514    220754731200  1331514527   829696000           0      220317      010829  5.9655e+04          18           3         4.5  5.5316e-01  1.1803e-01  2.8455e+00  5.8885e-01  3.5615e-01  3.8899e+01  1.4496e+00 -8.1073e+01  2.1782e+00  3.8784e+01 -8.1044e+01           3           7  0.0000e+00      1278.4     13032.6       -20.2  8.4618e+01  1.0763e+02  0.0000e+00    478501.6   6112231.4  1.4173e+02 -7.2783e+01  5.7448e+00  1.0396e+00 -1.5680e+01  2.8908e+02  1.0637e+00  1.7506e+00  7.7643e-06           0 -2.0080e+00  0.0000e+00  1.3734e-02  0.0000e+00  4.5178e-03           0  8.6353e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  1.2377e-03  1.2587e-03
   67361518    220754732900  1331514544   569241000           0      220317      010846  5.9655e+04          18           3         4.5  1.2847e+00  1.7665e-01  6.7687e+00  9.0263e-01  6.1409e-01  3.5245e+01  1.3012e+00  1.2993e+02  1.4468e+00  3.5543e+01  1.3017e+02           3           3  0.0000e+00    -25980.7     21435.1        66.1  4.4192e+01  1.0190e+02  0.0000e+00    451238.4   6120560.2  1.0041e+02 -6.1355e+00  5.7897e-01  1.4348e+00 -4.9700e+00  2.1729e+02  7.6025e-01  1.3512e+00  2.1658e-07           0 -2.1229e+00  0.0000e+00  1.1284e-02  0.0000e+00  3.4055e-01           0  8.6392e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -2.1496e-04  1.9742e-04
   67361543    220754750301  1331514718   436163000           0      220317      011140  5.9655e+04          18           3         4.5  1.3754e+00  1.6779e-01  7.6247e+00  9.0214e-01  4.4515e-01  9.4811e+00  5.8258e-01 -1.4179e+02  4.3102e+00  9.4341e+00 -1.4224e+02           3           3  0.0000e+00     -1152.7      9934.6        -8.1  3.8652e+01  4.4374e+01  0.0000e+00    476079.7   6109129.3  1.1346e+02 -4.0640e+01  8.9832e-01  6.1549e-01 -9.9504e+00  2.5371e+02  5.9592e-01  7.0950e-01  3.0135e-05           0 -2.3370e+00  0.0000e+00  5.0489e-02  0.0000e+00  2.6430e-02           0  7.0935e+00  0.0000e+00  2.8292e+02  2.9966e+01 -7.3038e-04  3.7769e-03
   67361552    220754761800  1331514833   341780000           0      220317      011335  5.9655e+04          18           3         4.5  2.8770e-01  7.7575e-02  1.6907e+00  4.4213e-01  1.9808e-01  2.6174e+01  1.9630e+00 -7.3282e+01  3.4361e+00  2.5910e+01 -7.3316e+01           3           3  0.0000e+00    -15273.9     25955.7       -24.0  1.1091e+02  8.8201e+01  0.0000e+00    461927.1   6125105.1  1.3805e+02 -5.9424e+01  3.3711e+00  1.7916e+00 -7.5687e+00  2.7814e+02  1.4877e+00  2.0017e+00  2.0715e-06           0 -2.1508e+00  0.0000e+00  7.5541e-02  0.0000e+00  5.3498e-05           0  6.6891e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  7.2960e-04  4.8713e-04
   67361557    220754764600  1331514861   526752000           0      220317      011403  5.9655e+04          18           3         4.5  6.2610e-01  1.3748e-01  3.2199e+00  6.8573e-01  3.4168e-01  3.8674e+01  1.8088e+00 -7.4033e+00  2.2122e+00  3.8676e+01 -7.4362e+00           3           4  0.0000e+00      -102.2     -2989.2        -5.7  2.9272e+02  1.3095e+02  0.0000e+00    477162.1   6096216.1  1.7025e+02 -3.1106e+01  2.1947e+00  1.2852e+00  2.7896e+01  2.8107e+02  1.3652e+00  2.0613e+00  2.4484e-05           0 -2.0211e+00  0.0000e+00  1.2571e-02  0.0000e+00  4.6296e+00           0  8.3947e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -1.6484e-03  2.8577e-03
   67361564    220754768100  1331514896   289762000           0      220317      011438  5.9655e+04          18           3         4.5  1.3013e+00  1.7821e-01  6.3552e+00  8.4411e-01  5.7709e-01  4.0475e+01  8.4354e-01  2.4835e+01  7.1794e-01  4.0694e+01  2.4618e+01           3           3  0.0000e+00     24666.0      4892.0       -91.4  8.1108e+01  5.2179e+01  0.0000e+00    501895.3   6104154.7  1.6141e+02 -1.2461e+01  7.4758e-01  6.2920e-01  4.0013e+01  2.6124e+02  8.2292e-01  6.5486e-01  6.6079e-08           0 -2.0356e+00  0.0000e+00  1.3094e-02  0.0000e+00  1.3648e+00           0  9.8326e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  1.3991e-04  6.0634e-05
   67361570    220754776600  1331514981   281380000           0      220317      011603  5.9655e+04          18           3         4.5  4.6936e-01  1.0373e-01  2.6151e+00  5.6054e-01  3.0475e-01  3.2725e+01  1.0223e+00 -2.7294e+01  2.2480e+00  3.2540e+01 -2.7066e+01           3           3  0.0000e+00    -13883.3     18253.1         9.5  8.2951e+01  7.9865e+01  0.0000e+00    463336.1   6117410.6  1.6559e+02 -4.3347e+01  1.4050e+00  1.2158e+00  1.5203e+01  2.8273e+02  1.1571e+00  1.1272e+00  8.8503e-05           0 -2.0976e+00  0.0000e+00  3.6499e-02  0.0000e+00  2.0889e-04           0  7.4997e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -5.7253e-04  6.6151e-03
   67361578    220754780700  1331515022   430875000           0      220317      011644  5.9655e+04          18           3         4.5  1.3798e+00  2.4356e-01  3.6018e+00  6.1662e-01  4.1433e-01  6.0211e+01  7.9402e-01 -1.6951e+02  6.3039e-01  6.0303e+01 -1.6950e+02           3           3  0.0000e+00    -12301.4     10128.2        14.5  2.3883e+02  6.7617e+01  0.0000e+00    464937.3   6109294.7  5.4700e+01 -2.4534e+01  6.6041e-01  7.5421e-01 -5.2423e+01  2.1862e+02  5.0123e-01  1.3508e+00  4.9771e-06           0 -1.4669e+00  0.0000e+00 -6.7235e-02  0.0000e+00  5.4307e-01           0  1.6359e+01  0.0000e+00 -1.0000e+00 -1.0000e+00 -2.6939e-04  1.5426e-03
   67361593    220754794000  1331515155   274268000           0      220317      011857  5.9655e+04          18           3         4.5  5.8263e-01  1.3678e-01  2.7183e+00  6.1890e-01  3.6945e-01  4.4012e+01  9.7169e-01  3.7672e+01  1.2772e+00  4.3800e+01  3.7784e+01           3           4  0.0000e+00    -18414.5    -14807.4       -34.9  8.2091e+01  1.3704e+02  0.0000e+00    458890.7   6084358.8  1.5837e+02 -4.0280e+00  7.2439e-01  1.0998e+00  4.4404e+01  2.5069e+02  9.4348e-01  1.2841e+00  2.2684e-05           0 -1.9051e+00  0.0000e+00  6.0589e-02  0.0000e+00  4.4149e-03           0  9.3224e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -2.5354e-03  1.3035e-03
   67361613    220754818300  1331515398   535945000           0      220317      012300  5.9655e+04          18           3         4.5  1.2943e+00  2.4080e-01  6.8231e+00  1.2311e+00  1.0557e+00  3.5177e+01  2.1297e+00 -1.5761e+02  3.2195e+00  3.5240e+01 -1.5780e+02           3           6  0.0000e+00    -14989.8     17850.8        20.1  2.1222e+02  7.9838e+01  0.0000e+00    462231.3   6117005.8  8.1501e+01 -4.0501e+01  2.6108e+00  2.0086e+00 -3.2863e+01  2.4546e+02  1.7302e+00  2.6573e+00  5.3111e-09           0 -2.1261e+00  0.0000e+00  1.1808e-02  0.0000e+00  1.7067e-02           0  8.5630e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  3.7799e-05  2.2635e-05
   67361623    220754821300  1331515428   391270000           0      220317      012330  5.9655e+04          18           3         4.5  1.4616e+00  2.1136e-01  7.4886e+00  1.0502e+00  7.7430e-01  3.7166e+01  5.7797e-01 -1.1795e+02  1.2574e+00  3.6847e+01 -1.1809e+02           3           3  0.0000e+00     11982.1     33750.3       -69.4  6.6250e+01  6.0247e+01  0.0000e+00    489146.7   6132963.2  8.7214e+01 -6.3365e+01  1.4323e+00  7.0623e-01 -3.1012e+01  2.7269e+02  6.4421e-01  8.2177e-01  7.8707e-08           0 -2.1006e+00  0.0000e+00  5.3273e-03  0.0000e+00  5.6719e-02           0  9.1510e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  3.2046e-05  1.9446e-04
   67361629    220754824800  1331515463   177737000           0      220317      012405  5.9655e+04          18           3         4.5  8.0205e-01  1.7266e-01  4.3902e+00  9.1661e-01  2.8766e-01  3.2901e+01  1.1177e+00  1.2121e+02  1.9324e+00  3.3145e+01  1.2146e+02           3           3  0.0000e+00    -21600.2     18632.8        62.7  4.0102e+01  1.3604e+02  0.0000e+00    455623.2   6117770.6  1.0973e+02 -5.8758e+00  8.0714e-01  1.3062e+00  3.3967e+00  2.2131e+02  1.0755e+00  1.0947e+00  9.4795e-07           0 -2.1286e+00  0.0000e+00  2.7579e-02  0.0000e+00  2.3437e-01           0  8.3942e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -3.6425e-04  5.2437e-04
   67361632    220754827200  1331515487   580746000           0      220317      012429  5.9655e+04           4           3         4.5  1.4873e+00  2.4201e-01  3.7322e+00  5.8899e-01  4.7540e-01  6.0977e+01  4.2505e-01 -2.2914e+01  3.8316e-01  6.1034e+01 -2.2903e+01           6           6  0.0000e+00     13408.3     15121.7       -64.4  1.4572e+02  8.4157e+01  0.0000e+00    490618.8   6114349.8  2.0264e+02 -3.3888e+01  5.4662e-01  2.9499e-01  2.8282e+01  3.1214e+02  3.0401e-01  5.0847e-01  1.0008e+00           2 -1.4430e+00  0.0000e+00 -9.2855e-02  0.0000e+00  1.0080e+01           3  2.1183e+01  4.5675e+00 -1.0000e+00 -1.0000e+00 -1.5798e-02  4.4973e-01
   67361640    220754831900  1331515534   252905000           0      220317      012516  5.9655e+04          18           3         4.5  7.5115e-01  1.5276e-01  4.2698e+00  8.4213e-01  3.1383e-01  2.7363e+01  2.2527e+00  8.7292e+01  1.7712e+00  2.7435e+01  8.7265e+01           3           4  0.0000e+00      1435.9      7918.0       -12.1  7.3875e+01  1.0705e+02  0.0000e+00    478671.8   6107120.5  1.2797e+02 -7.8398e+00  8.0950e-01  2.2570e+00  1.8178e+01  2.3218e+02  1.3205e+00  2.1034e+00  1.8169e-05           0 -2.1915e+00  0.0000e+00  5.0799e-02  0.0000e+00  1.8079e-02           0  7.5289e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  1.1580e-03  2.6585e-03
   67361648    220754835700  1331515572   472489000           0      220317      012554  5.9655e+04          18           3         4.5  7.7555e-01  1.3278e-01  4.1503e+00  6.8914e-01  4.4199e-01  3.5213e+01  1.2374e+00 -3.3757e+01  1.1798e+00  3.5020e+01 -3.3475e+01           3           5  0.0000e+00     -7825.7     26971.2        -2.0  7.6931e+01  5.5144e+01  0.0000e+00    469368.2   6126138.6  1.7142e+02 -4.6982e+01  1.8140e+00  6.7994e-01  1.3399e+01  2.8808e+02  7.5107e-01  1.2292e+00  5.9471e-10           0 -2.0918e+00  0.0000e+00  1.7855e-02  0.0000e+00  8.0517e-03           0  8.3596e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -3.8930e-06  1.6572e-05
   67361667    220754847000  1331515685   897471000           0      220317      012747  5.9655e+04          18           2         4.5  1.7296e+00  3.2719e-01  7.6814e+00  1.4093e+00  3.4762e-01  4.4743e+01  9.3778e-01  7.7303e+01  1.2537e+00  4.4940e+01  7.7111e+01           3           4  0.0000e+00     15252.0     18956.3       -81.0  8.7122e+01  8.3672e+01  0.0000e+00    492451.7   6118186.7  1.3651e+02  8.8461e+00  9.8253e-01  8.4600e-01  3.3874e+01  2.2074e+02  1.1171e+00  7.7163e-01  3.4263e-05           0 -1.9694e+00  0.0000e+00  6.3290e-02  0.0000e+00  5.7737e-01           0  1.0276e+01  0.0000e+00 -1.0000e+00 -1.0000e+00 -1.4030e-03  3.7655e-03
   67361695    220754866200  1331515877   620541000           0      220317      013059  5.9655e+04          18           2         4.5  9.4798e-01  2.7212e-01  3.9747e+00  1.1065e+00  7.8485e-02  4.7750e+01  9.4194e-01 -1.4906e+02  1.2507e+00  4.7810e+01 -1.4891e+02           4           4  0.0000e+00      6076.0    -23099.4       -71.3  6.7405e+01  1.6004e+02  0.0000e+00    483387.2   6076133.7  6.5443e+01 -4.4433e+01  1.4076e+00  8.5675e-01 -4.4860e+01  2.4979e+02  9.8378e-01  1.2431e+00  8.8972e-01           1 -1.8493e+00  0.0000e+00  1.2061e-01  0.0000e+00  4.3546e-01           1  1.0942e+01  0.0000e+00 -1.0000e+00 -1.0000e+00 -2.2891e-01  4.7614e-01
   67361703    220754874600  1331515961   403303000           0      220317      013223  5.9655e+04          18           3         4.5  2.3738e+00  2.5154e-01  1.2148e+01  1.2485e+00  1.1449e+00  3.6130e+01  5.1520e-01 -7.1323e+01  2.8858e+00  3.5917e+01 -7.1208e+01           3           3  0.0000e+00      2425.6     25771.7       -65.9  6.1979e+01  3.5133e+01  0.0000e+00    479616.1   6124965.7  1.5749e+02 -6.7062e+01  2.6754e+00  1.4399e+00 -7.8813e+00  2.8977e+02  1.7383e+00  3.7643e-01  9.3707e-07           0 -2.1476e+00  0.0000e+00  1.4725e-03  0.0000e+00  2.4355e-01           0  9.7177e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  4.2481e-04  4.4479e-04
   67361706    220754879300  1331516008   996022000           0      220317      013310  5.9655e+04          18           0         4.5  1.0443e+00  2.0906e-01  5.8729e+00  1.1402e+00  3.0719e-01  1.2147e+01  1.3926e+00 -1.3454e+01  8.6842e+00  1.1876e+01 -1.3773e+01           3           4  0.0000e+00    -32301.9     -4983.9        20.9  8.6766e+01  9.6837e+01  0.0000e+00    444987.2   6094141.5  1.4322e+02 -3.7215e+01  1.8634e+00  1.7539e+00  1.0553e+01  2.6481e+02  2.0816e+00  9.8905e-01  1.2645e-04           0 -2.3148e+00  0.0000e+00  5.9262e-02  0.0000e+00  7.4645e-03           0  6.8872e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  6.2081e-03  2.3268e-03
   67361708    220754883900  1331516054   984849000           0      220317      013356  5.9655e+04          18           3         4.5  1.0955e+00  2.7119e-01  3.2867e+00  7.8908e-01  1.8893e-01  5.7281e+01  1.3489e+00  1.5969e+02  6.6169e-01  5.7380e+01  1.5953e+02           4           6  0.0000e+00      -447.9     30163.4       -24.6  1.9541e+02  1.0824e+02  0.0000e+00    476733.4   6129347.3  7.6588e+01 -4.0489e+00  1.0206e+00  1.0455e+00 -2.5160e+01  2.0413e+02  6.3658e-01  1.4507e+00  4.2171e-01           1 -1.5596e+00  0.0000e+00  2.3198e-02  0.0000e+00  1.5657e-01           1  1.5244e+01  0.0000e+00 -1.0000e+00 -1.0000e+00  1.3576e-01  3.4068e-01
   67361720    220754890700  1331516122   401443000           0      220317      013504  5.9655e+04          22           3         4.5  3.3258e+00  3.1610e-01  1.5391e+01  1.4187e+00  1.0066e+00  4.1811e+01  3.5848e-01  1.7457e+02  5.7117e-01  4.2026e+01  1.7486e+02           4           4  0.0000e+00    -25088.2    -10843.2       -26.2  2.9882e+01  3.6593e+01  0.0000e+00    452211.0   6088303.9  8.3038e+01 -2.2320e+01  3.7342e-01  3.9265e-01 -2.6895e+01  2.2556e+02  3.5009e-01  4.3564e-01  1.8007e+01           1 -2.0742e+00  0.0000e+00  1.8431e-02  0.0000e+00  5.9745e-01           1  1.0909e+01  0.0000e+00  2.4379e+02  1.6724e+01  6.4701e-01  2.3333e+00
   67361725    220754893500  1331516150   111893000           0      220317      013532  5.9655e+04          18           3         4.5  6.8945e-01  1.2391e-01  3.9391e+00  6.8659e-01  3.6453e-01  2.6708e+01  1.3795e+00 -1.6590e+02  1.3307e+00  2.6683e+01 -1.6619e+02           3           3  0.0000e+00     -1281.4     16642.0       -23.0  1.2001e+02  5.7928e+01  0.0000e+00    475934.3   6115832.2  9.6130e+01 -3.7101e+01  1.7440e+00  5.7086e-01 -2.0993e+01  2.4490e+02  1.3471e+00  7.1531e-01  6.8428e-06           0 -2.1939e+00  0.0000e+00  5.4794e-02  0.0000e+00  6.5747e-02           0  7.4814e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -4.9762e-05  1.8487e-03
   67361727    220754896300  1331516178   436357000           0      220317      013600  5.9655e+04          22           3         4.5  1.9905e+00  2.8866e-01  1.0462e+01  1.4714e+00  2.2674e-01  3.4261e+01  8.1182e-01 -9.3033e+01  1.4801e+00  3.4124e+01 -9.3204e+01           5           5  0.0000e+00    -23307.7     16353.6        80.3  5.1339e+01  7.4301e+01  0.0000e+00    453922.5   6115488.5  1.2431e+02 -6.9258e+01  2.3291e+00  8.2030e-01 -1.8131e+01  2.8264e+02  7.9335e-01  8.9526e-01  1.3251e+00           1 -2.1643e+00  0.0000e+00  8.5259e-03  0.0000e+00  2.4159e+00           2  5.0192e+00  4.5309e-01 -1.0000e+00 -1.0000e+00  4.0177e-02  5.7337e-01
   67361754    220754920800  1331516423   504165000           0      220317      014005  5.9655e+04          18           3         4.5  5.6231e-01  1.3010e-01  2.9487e+00  6.6164e-01  3.1077e-01  3.7570e+01  9.4976e-01  2.5363e+00  2.6555e+00  3.7477e+01  2.8841e+00           3           4  0.0000e+00    -11393.2     22997.9       -20.3  9.9408e+01  8.8499e+01  0.0000e+00    465812.8   6122158.9  1.7280e+02 -2.5659e+01  9.8621e-01  1.6533e+00  3.3787e+01  2.8110e+02  1.5047e+00  1.3504e+00  5.8902e-06           0 -2.0327e+00  0.0000e+00  1.4334e-02  0.0000e+00  5.2554e-03           0  8.4929e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  3.1782e-04  1.6714e-03
   67361756    220754921800  1331516433   787291000           0      220317      014015  5.9655e+04          18           3         4.5  4.3571e-01  1.1618e-01  2.2894e+00  5.9206e-01  2.2331e-01  3.7967e+01  1.7882e+00 -7.4113e+01  2.0152e+00  3.7767e+01 -7.4047e+01           3           3  0.0000e+00     -1341.4     22673.5       -43.5  7.8805e+01  2.6221e+02  0.0000e+00    475859.2   6121859.9  1.5930e+02 -6.9575e+01  4.5991e+00  1.4693e+00 -9.7032e+00  2.9165e+02  1.2252e+00  1.8243e+00  4.5415e-07           0 -2.0105e+00  0.0000e+00  1.6237e-02  0.0000e+00  1.8054e+00           0  7.9465e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -2.0389e-04  4.0590e-04
   67361763    220754927200  1331516487   327178000           0      220317      014109  5.9655e+04          18           3         4.5  5.7487e-01  1.1590e-01  2.9754e+00  5.8178e-01  3.7156e-01  3.8423e+01  1.2812e+00  7.0386e+01  1.3414e+00  3.8193e+01  7.0718e+01           3           3  0.0000e+00    -23628.2    -18704.4       -58.4  6.8900e+01  1.2200e+02  0.0000e+00    453690.0   6080451.0  1.4247e+02  1.3192e+00  8.1757e-01  1.2917e+00  3.5290e+01  2.3226e+02  1.0226e+00  1.3920e+00  4.3151e-06           0 -2.0196e+00  0.0000e+00  1.3277e-02  0.0000e+00  7.8937e-03           0  8.4383e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  3.4473e-04  1.4069e-03
   67361767    220754931600  1331516531   430629000           0      220317      014153  5.9655e+04          18           3         4.5  1.0393e+00  1.6379e-01  4.9297e+00  7.5345e-01  5.2309e-01  4.2398e+01  1.4407e+00  1.2325e+02  1.0761e+00  4.2473e+01  1.2272e+02           3           4  0.0000e+00     26432.0     26880.6      -160.5  8.8309e+01  9.4596e+01  0.0000e+00    503605.0   6126134.3  1.0944e+02  2.1893e+00  1.1475e+00  1.1346e+00  6.8533e+00  2.1398e+02  7.2052e-01  1.4537e+00  6.9757e-06           0 -1.9823e+00  0.0000e+00  3.2070e-02  0.0000e+00  2.7574e-01           0  1.0029e+01  0.0000e+00 -1.0000e+00 -1.0000e+00  1.4513e-03  5.7320e-04
   67361770    220754935700  1331516572   931774000           0      220317      014234  5.9655e+04          18           2         4.5  1.3855e+00  2.4898e-01  4.3596e+00  7.5984e-01  5.9998e-01  5.5957e+01  5.3677e-01 -1.5389e+02  5.8660e-01  5.6006e+01 -1.5390e+02           3           5  0.0000e+00    -10275.0      8578.7        10.1  1.5080e+02  8.6295e+01  0.0000e+00    466966.4   6107751.3  5.9326e+01 -3.8358e+01  6.8691e-01  4.8400e-01 -4.9789e+01  2.4123e+02  5.3907e-01  7.4895e-01  1.3211e-04           0 -1.6309e+00  0.0000e+00  5.5220e-02  0.0000e+00  1.7601e-01           0  1.5070e+01  0.0000e+00 -1.0000e+00 -1.0000e+00  6.2080e-03  2.8715e-03
   67361822    220754976700  1331516982   309862000           0      220317      014924  5.9655e+04          18           3         4.5  9.1951e-01  1.6029e-01  5.1921e+00  8.7781e-01  2.7846e-01  1.2251e+01  7.9955e-01  5.9926e+01  5.7950e+00  1.2059e+01  5.9974e+01           3           3  0.0000e+00    -10367.7    -18718.1       -44.9  5.0165e+01  8.0966e+01  0.0000e+00    466942.5   6080470.9  1.3935e+02 -2.4626e+01  1.2037e+00  9.7677e-01  1.6926e+01  2.5312e+02  8.0000e-01  1.2851e+00  3.8002e-06           0 -2.3082e+00  0.0000e+00  6.2959e-02  0.0000e+00  1.2522e-02           0  6.8232e+00  0.0000e+00 -1.0000e+00 -1.0000e+00  8.8720e-04  8.4711e-04
   67361834    220754987400  1331517089   788747000           0      220317      015111  5.9655e+04          18           3         4.5  5.9176e-01  1.1531e-01  3.4177e+00  6.4588e-01  3.1129e-01  2.4473e+01  1.5713e+00 -1.2252e+02  2.1260e+00  2.4645e+01 -1.2282e+02           3           3  0.0000e+00    -32062.8     -2362.5        44.6  6.2882e+01  1.0192e+02  0.0000e+00    445219.6   6096762.0  1.1048e+02 -5.4168e+01  2.3069e+00  1.1920e+00 -1.7493e+01  2.6546e+02  1.5323e+00  9.9287e-01  2.4992e-06           0 -2.2073e+00  0.0000e+00  6.4342e-02  0.0000e+00  2.9446e-03           0  7.0628e+00  0.0000e+00 -1.0000e+00 -1.0000e+00 -3.7370e-04  1.0199e-03
