Sat Apr  8 09:28:08 2023    performance/output.dat

         69375377 function calls (69262752 primitive calls) in 78.555 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/GifImagePlugin.py:50(GifImageFile)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:227(__getitem__)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:842(_sort_dispatcher)
        4    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/_api/deprecation.py:159(_deprecated_property)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:206(_check_gridspec_exists)
        1    0.000    0.000    0.001    0.001 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/_datasource.py:344(_findfile)
       33    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        5    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/_datasource.py:130(keys)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/subprocess.py:1045(__del__)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:1434(is_dir)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:630(__init__)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:2158(inverted)
        1    0.000    0.000    0.001    0.001 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/__init__.py:181(<lambda>)
        4    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/logging/__init__.py:1675(getEffectiveLevel)
        6    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:3142(register_save)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/_datasource.py:263(_iszip)
        6    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_compile.py:595(isstring)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:33(__init__)
        6    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_compile.py:453(_get_iscased)
        6    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:3131(register_mime)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:335(__init__)
        1    0.000    0.000    0.002    0.002 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/_datasource.py:487(open)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/textpath.py:24(__init__)
        4    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:541(__init__)
        1    0.000    0.000    0.001    0.001 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_subplots.py:58(set_subplotspec)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_parse.py:355(_escape)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/functools.py:35(update_wrapper)
        3    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:3496(new_figure_manager_given_figure)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/_datasource.py:293(_possible_names)
        6    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_parse.py:286(tell)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:598(push)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/arraysetops.py:515(_in1d_dispatcher)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/IPython/utils/decorators.py:41(wrapper)
       26    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:559(__init__)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/npyio.py:729(_getconv)
        8    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_parse.py:111(__init__)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_compile.py:411(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:2750(clf)
        4    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/_api/deprecation.py:241(__init__)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/_collections_abc.py:760(get)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_parse.py:923(fix_flags)
       36    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/_collections_abc.py:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/TiffImagePlugin.py:1022(TiffImageFile)
        4    0.000    0.000    0.001    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/spines.py:206(register_axis)
       27    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:89(_take_dispatcher)
       40    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:1928(_set_artist_props)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:61(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/spines.py:539(from_dict)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/logging/__init__.py:1230(append)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:1710(__init__)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/logging/__init__.py:771(__init__)
        6    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:996(parents)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/mathtext.py:406(__init__)
        8    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/_distutils_hack/__init__.py:84(find_spec)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:1227(stat)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_parse.py:76(__init__)
        4    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/_api/deprecation.py:181(finalize)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/pyplot.py:310(draw_if_interactive)
        2    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/rcsetup.py:140(validate_bool)
        6    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/packaging/version.py:271(<genexpr>)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/pyplot.py:201(_get_required_interactive_framework)
        1    0.000    0.000    0.002    0.002 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/_datasource.py:155(open)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/codecs.py:309(__init__)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:752(__fspath__)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:2389(mpl_connect)
        1    0.000    0.000    0.000    0.000 {built-in method now}
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/_bootlocale.py:33(getpreferredencoding)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:1719(_init)
        1    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/_datasource.py:375(abspath)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_compile.py:413(<listcomp>)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:2194(__init__)
        6    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000   78.567   78.567 <string>:1(<module>)
       11    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_parse.py:249(match)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_compile.py:423(_simple)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/_pylab_helpers.py:34(get_fig_manager)
        1    0.000    0.000    0.049    0.049 /cr/users/filip/Binaries/Generator.py:111(<listcomp>)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:1481(sca)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/functools.py:517(decorating_function)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:570(__init__)
        6    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_parse.py:81(groups)
        6    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/_collections_abc.py:362(__subclasshook__)
        8    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:106(__init__)
       24    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/Image.py:549(__enter__)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:1001(is_absolute)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:974(__truediv__)
       34    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:715(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/TiffImagePlugin.py:135(<dictcomp>)
        6    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/subprocess.py:250(_cleanup)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/PIL/JpegImagePlugin.py:340(JpegImageFile)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/pyplot.py:294(_warn_if_gui_out_of_main_thread)
        4    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/linalg/linalg.py:112(isComplexType)
       12    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:817(__init__)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:1552(_process_projection_requirements)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/traitlets/config/configurable.py:554(initialized)
        1    0.000    0.000    0.022    0.022 <__array_function__ internals>:2(array_split)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:2139(_pformat_subprocess)
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        7    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/_collections_abc.py:381(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:2890(add_axobserver)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/linalg/linalg.py:102(get_linalg_error_extobj)
        3    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/logging/__init__.py:193(_checkLevel)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/linalg/linalg.py:107(_makearray)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/Binaries/Generator.py:189(<listcomp>)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/projections/__init__.py:98(get_projection_class)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/gridspec.py:231(_normalize)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/sre_parse.py:432(_uniq)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/font_manager.py:172(_cached_realpath)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/_pylab_helpers.py:123(set_active)
        4    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/colors.py:226(<genexpr>)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:78(bubble)
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/figure.py:71(_entry_from_axes)
        2    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:2417(_unit_change_handler)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1031(get_filename)
        4    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/logging/__init__.py:1276(disable)
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/npyio.py:1022(<listcomp>)
