randoms0522.csv 5000 0.084992 0 0 0 0
randoms0071.csv 5000 0.084992 2 2 0 0
randoms0061.csv 5000 0.084992 2 2 0 0
randoms0056.csv 5000 0.084992 0 0 0 0
randoms0018.csv 5000 0.084992 7 7 0 0
randoms0138.csv 5000 0.084992 2 2 0 0
randoms0182.csv 4999 0.0849750016 2 2 0 0
randoms0073.csv 4998 0.08495800319999999 2 2 0 0
randoms0078.csv 4999 0.0849750016 0 0 0 0
randoms0080.csv 5000 0.084992 0 0 0 0
randoms0072.csv 5000 0.084992 6 6 0 0
randoms0096.csv 5000 0.084992 3 2 1 0
randoms0077.csv 4999 0.0849750016 0 0 0 0
randoms0076.csv 4999 0.0849750016 0 0 0 0
randoms0343.csv 5000 0.084992 2 2 0 0
randoms0281.csv 5000 0.084992 2 2 0 0
randoms0275.csv 5000 0.084992 2 2 0 0
randoms0279.csv 5000 0.084992 0 0 0 0
randoms0273.csv 5000 0.084992 2 2 0 0
randoms0113.csv 5000 0.084992 6 6 0 0
randoms0441.csv 5000 0.084992 4 4 0 0
randoms0057.csv 5000 0.084992 1 1 0 0
randoms0114.csv 4999 0.0849750016 0 0 0 0
randoms0361.csv 5000 0.084992 2 2 0 0
randoms0463.csv 5000 0.084992 0 0 0 0
randoms0372.csv 5000 0.084992 0 0 0 0
randoms0356.csv 4999 0.0849750016 3 3 0 0
randoms0257.csv 4999 0.0849750016 2 2 0 0
randoms0180.csv 5000 0.084992 2 2 0 0
randoms0203.csv 5000 0.084992 0 0 0 0
randoms0362.csv 4999 0.0849750016 0 0 0 0
randoms0258.csv 5000 0.084992 2 2 0 0
randoms0178.csv 5000 0.084992 0 0 0 0
randoms0466.csv 5000 0.084992 4 2 2 0
randoms0467.csv 5000 0.084992 3 2 1 0
randoms0246.csv 5000 0.084992 6 6 0 0
randoms0403.csv 5000 0.084992 0 0 0 0
randoms0385.csv 5000 0.084992 0 0 0 0
randoms0399.csv 4999 0.0849750016 0 0 0 0
randoms0263.csv 5000 0.084992 2 2 0 0
randoms0400.csv 5000 0.084992 0 0 0 0
randoms0274.csv 5000 0.084992 2 2 0 0
randoms0563.csv 4998 0.08495800319999999 2 2 0 0
randoms0329.csv 4999 0.0849750016 6 6 0 0
randoms0238.csv 5000 0.084992 2 2 0 0
randoms0192.csv 5000 0.084992 0 0 0 0
randoms0419.csv 4999 0.0849750016 0 0 0 0
randoms0601.csv 5000 0.084992 0 0 0 0
randoms0484.csv 5000 0.084992 4 4 0 0
randoms0300.csv 5000 0.084992 4 4 0 0
randoms0304.csv 5000 0.084992 2 2 0 0
randoms0422.csv 5000 0.084992 0 0 0 0
randoms0503.csv 4999 0.0849750016 6 6 0 0
randoms0357.csv 4999 0.0849750016 2 2 0 0
randoms0409.csv 5000 0.084992 2 2 0 0
randoms0744.csv 5000 0.084992 2 2 0 0
randoms0342.csv 4999 0.0849750016 2 2 0 0
randoms0421.csv 5000 0.084992 2 0 2 0
randoms0401.csv 4999 0.0849750016 0 0 0 0
randoms0676.csv 5000 0.084992 4 4 0 0
randoms0560.csv 4999 0.0849750016 0 0 0 0
randoms0587.csv 4999 0.0849750016 2 2 0 0
randoms0460.csv 5000 0.084992 2 2 0 0
randoms0500.csv 5000 0.084992 0 0 0 0
randoms0387.csv 5000 0.084992 2 2 0 0
randoms0668.csv 5000 0.084992 1 1 0 0
randoms0483.csv 5000 0.084992 2 2 0 0
randoms0797.csv 5000 0.084992 0 0 0 0
randoms0524.csv 5000 0.084992 0 0 0 0
randoms0523.csv 4999 0.0849750016 4 4 0 0
randoms0461.csv 5000 0.084992 4 4 0 0
randoms0508.csv 5000 0.084992 2 2 0 0
randoms0623.csv 4999 0.0849750016 2 2 0 0
randoms0600.csv 5000 0.084992 0 0 0 0
randoms0610.csv 4999 0.0849750016 2 2 0 0
randoms0582.csv 5000 0.084992 0 0 0 0
randoms0588.csv 5000 0.084992 1 1 0 0
randoms0502.csv 5000 0.084992 2 2 0 0
randoms0527.csv 5000 0.084992 8 8 0 0
randoms0602.csv 5000 0.084992 0 0 0 0
randoms0528.csv 5000 0.084992 2 2 0 0
randoms0739.csv 5000 0.084992 2 2 0 0
randoms0742.csv 5000 0.084992 4 4 0 0
randoms0607.csv 4999 0.0849750016 1 1 0 0
randoms0464.csv 5000 0.084992 0 0 0 0
randoms0680.csv 5000 0.084992 4 4 0 0
randoms0574.csv 5000 0.084992 2 2 0 0
randoms0745.csv 5000 0.084992 4 4 0 0
randoms0662.csv 5000 0.084992 0 0 0 0
randoms0741.csv 5000 0.084992 0 0 0 0
randoms0627.csv 4999 0.0849750016 0 0 0 0
randoms0738.csv 4999 0.0849750016 2 2 0 0
randoms0743.csv 5000 0.084992 8 8 0 0
randoms0661.csv 5000 0.084992 0 0 0 0
randoms0660.csv 5000 0.084992 4 4 0 0
randoms0675.csv 5000 0.084992 2 2 0 0
randoms0795.csv 5000 0.084992 2 2 0 0
randoms0799.csv 4999 0.0849750016 0 0 0 0
randoms0793.csv 5000 0.084992 0 0 0 0
randoms0298.csv 5000 0.084992 2 2 0 0
randoms0319.csv 5000 0.084992 4 4 0 0
